Id;Idade;Sexo;Estado Civil;Sinistros;Prêmio;Categoria;Desconto
7057;33;F;casado;0;934.8472283863373;Adulto;841.3625055477036
7058;57;F;divorciado;6;950.9265778799542;Sênior;950.9265778799542
7059;65;F;viuvo;2;706.7849163658188;Sênior;706.7849163658188
7060;80;M;viuvo;6;911.8902204559799;Sênior;911.8902204559799
7061;31;M;viuvo;;1106.035212690735;Adulto;1106.035212690735
7062;28;M;divorciado;3;1134.7098024995398;Jovem;1134.7098024995398
7063;96;F;casado;4;891.1261437477925;Sênior;891.1261437477925
7064;67;F;viuvo;4;1160.0694377768157;Sênior;1160.0694377768157
7065;33;M;divorciado;0;952.7317065176962;Adulto;857.4585358659266
7066;38;F;viuvo;0;1277.9055155466517;Adulto;1150.1149639919865
7067;21;F;divorciado;7;770.9927883625595;Jovem;770.9927883625595
7068;41;M;solteiro;1;886.0298562299045;Adulto;886.0298562299045
7069;96;F;divorciado;3;794.2712532461985;Sênior;794.2712532461985
7070;86;F;divorciado;3;1129.0690574714274;Sênior;1129.0690574714274
7071;78;F;casado;5;986.8655220814734;Sênior;986.8655220814734
7072;33;F;casado;0;1047.456110795346;Adulto;942.7104997158114
7073;36;F;viuvo;5;947.2933116426303;Adulto;947.2933116426303
7074;109;M;casado;5;1355.2665579769948;Sênior;1355.2665579769948
7075;66;M;casado;;1157.9307433569352;Sênior;1157.9307433569352
7076;20;M;divorciado;5;1194.6315089968816;Jovem;1194.6315089968816
7077;105;F;divorciado;4;829.0528865788353;Sênior;829.0528865788353
7078;59;F;viuvo;7;1108.1591286842827;Sênior;1108.1591286842827
7079;88;F;casado;1;975.5447878721426;Sênior;975.5447878721426
7080;83;F;casado;5;956.9353120219818;Sênior;956.9353120219818
7081;70;F;casado;;1066.2986554795352;Sênior;1066.2986554795352
7082;32;F;viuvo;;1241.3741716582613;Adulto;1241.3741716582613
7083;80;F;casado;2;772.0638751005481;Sênior;772.0638751005481
7084;56;M;casado;5;1010.2895052104894;Sênior;1010.2895052104894
7085;57;F;casado;;756.565900886204;Sênior;756.565900886204
7086;68;F;viuvo;;935.7924423024024;Sênior;935.7924423024024
7087;46;M;divorciado;7;1140.0258001971056;Sênior;1140.0258001971056
7088;24;M;solteiro;0;1080.2585687173882;Jovem;1026.2456402815187
7089;92;M;solteiro;;1429.7425006183707;Sênior;1429.7425006183707
7090;92;M;casado;;1044.6578506068931;Sênior;1044.6578506068931
7091;52;F;casado;2;871.4807645570867;Sênior;871.4807645570867
7092;67;F;casado;2;1007.4959959017888;Sênior;1007.4959959017888
7093;78;M;divorciado;1;954.502973861597;Sênior;954.502973861597
7094;78;F;solteiro;;941.5377222467397;Sênior;941.5377222467397
7095;26;M;divorciado;6;923.4500343543925;Jovem;923.4500343543925
7096;56;F;solteiro;5;1165.2353416083536;Sênior;1165.2353416083536
7097;36;F;casado;1;1313.813542263588;Adulto;1313.813542263588
7098;47;M;viuvo;3;566.6875077728046;Sênior;566.6875077728046
7099;27;M;solteiro;7;892.0997922513192;Jovem;892.0997922513192
7100;22;F;casado;4;781.4800355600958;Jovem;781.4800355600958
7101;83;F;casado;6;990.9915892605602;Sênior;990.9915892605602
7102;64;F;viuvo;6;1011.7673843598421;Sênior;1011.7673843598421
7103;41;M;divorciado;2;1206.4262583879815;Adulto;1206.4262583879815
7104;83;F;casado;4;933.7847766168634;Sênior;933.7847766168634
7105;75;M;viuvo;7;1092.3617258921947;Sênior;1092.3617258921947
7106;23;M;casado;6;585.0366746097104;Jovem;585.0366746097104
7107;59;M;casado;2;1273.0938991226742;Sênior;1273.0938991226742
7108;30;F;divorciado;3;1243.1425055013717;Jovem;1243.1425055013717
7109;33;F;viuvo;2;919.6347761951247;Adulto;919.6347761951247
7110;24;F;casado;0;808.4579946983876;Jovem;768.0350949634682
7111;29;F;divorciado;2;967.8593520666617;Jovem;967.8593520666617
7112;57;M;viuvo;7;769.5392479452454;Sênior;769.5392479452454
7113;20;F;solteiro;3;939.7194461507391;Jovem;939.7194461507391
7114;103;M;divorciado;6;1259.9319131476777;Sênior;1259.9319131476777
7115;38;M;divorciado;5;1092.3901073147508;Adulto;1092.3901073147508
7116;51;F;viuvo;7;703.7420344685886;Sênior;703.7420344685886
7117;39;F;casado;5;701.7778538828097;Adulto;701.7778538828097
7118;93;M;solteiro;2;1099.0919235978781;Sênior;1099.0919235978781
7119;30;M;solteiro;4;959.3501132656811;Jovem;959.3501132656811
7120;83;F;divorciado;3;1062.199539656877;Sênior;1062.199539656877
7121;32;M;solteiro;2;788.382644818982;Adulto;788.382644818982
7122;28;F;viuvo;6;1069.252964464895;Jovem;1069.252964464895
7123;58;M;divorciado;5;1079.152547160747;Sênior;1079.152547160747
7124;21;F;solteiro;5;1067.3425166323836;Jovem;1067.3425166323836
7125;76;M;solteiro;7;1391.3796471278315;Sênior;1391.3796471278315
7126;21;M;casado;7;908.3181969323709;Jovem;908.3181969323709
7127;26;F;divorciado;7;1213.7223817064323;Jovem;1213.7223817064323
7128;47;F;casado;1;1066.852303471223;Sênior;1066.852303471223
7129;32;M;solteiro;0;1224.352047040592;Adulto;1101.916842336533
7130;78;F;viuvo;;954.4774917835881;Sênior;954.4774917835881
7131;64;F;casado;4;1036.0303491227771;Sênior;1036.0303491227771
7132;67;F;divorciado;;1109.6410305519835;Sênior;1109.6410305519835
7133;96;M;solteiro;3;846.9016256744237;Sênior;846.9016256744237
7134;20;M;divorciado;;1325.1270777658349;Jovem;1325.1270777658349
7135;67;M;divorciado;0;1191.9445270650997;Sênior;1072.7500743585897
7136;85;M;solteiro;7;930.0867487310461;Sênior;930.0867487310461
7137;81;F;solteiro;;1117.8623919245997;Sênior;1117.8623919245997
7138;79;F;solteiro;6;625.9194960005935;Sênior;625.9194960005935
7139;41;M;divorciado;6;799.9647214527674;Adulto;799.9647214527674
7140;67;M;divorciado;4;1186.0473951167949;Sênior;1186.0473951167949
7141;59;M;solteiro;0;793.0156987032933;Sênior;713.714128832964
7142;78;M;viuvo;7;1320.4199359745865;Sênior;1320.4199359745865
7143;56;F;divorciado;6;957.4112453898205;Sênior;957.4112453898205
7144;86;F;viuvo;3;993.7469212376832;Sênior;993.7469212376832
7145;49;M;viuvo;0;1260.8385862640976;Sênior;1134.754727637688
7146;108;M;casado;7;1432.866645127855;Sênior;1432.866645127855
7147;90;M;viuvo;2;882.6684556236455;Sênior;882.6684556236455
7148;46;M;viuvo;4;1085.351009930377;Sênior;1085.351009930377
7149;64;M;divorciado;1;882.0883524326466;Sênior;882.0883524326466
7150;99;M;divorciado;1;1222.8782911331273;Sênior;1222.8782911331273
7151;50;F;divorciado;7;1050.9066997313814;Sênior;1050.9066997313814
7152;55;M;divorciado;3;1044.9340328441008;Sênior;1044.9340328441008
7153;58;F;casado;7;1040.2173347968794;Sênior;1040.2173347968794
7154;102;M;solteiro;6;1002.9883837745459;Sênior;1002.9883837745459
7155;87;M;solteiro;2;970.1182827935892;Sênior;970.1182827935892
7156;50;M;divorciado;7;1203.0900155389422;Sênior;1203.0900155389422
7157;108;M;solteiro;4;1024.8296023919802;Sênior;1024.8296023919802
7158;22;F;solteiro;1;952.4624567219711;Jovem;952.4624567219711
7159;21;F;solteiro;1;1204.08457674874;Jovem;1204.08457674874
7160;101;M;solteiro;7;770.7702597191485;Sênior;770.7702597191485
7161;21;M;viuvo;2;980.5579548430998;Jovem;980.5579548430998
7162;93;M;casado;2;957.648381910673;Sênior;957.648381910673
7163;91;F;viuvo;5;938.7731025389143;Sênior;938.7731025389143
7164;77;M;casado;0;1256.662538547882;Sênior;1130.9962846930937
7165;57;F;solteiro;5;833.0088346783386;Sênior;833.0088346783386
7166;48;F;solteiro;2;905.0212759929454;Sênior;905.0212759929454
7167;30;F;viuvo;5;905.4190915291658;Jovem;905.4190915291658
7168;63;M;viuvo;1;1160.5197135011765;Sênior;1160.5197135011765
7169;38;M;casado;2;988.6968588947152;Adulto;988.6968588947152
7170;97;M;solteiro;1;979.9928621001516;Sênior;979.9928621001516
7171;79;F;casado;4;715.9199331539198;Sênior;715.9199331539198
7172;46;M;viuvo;4;1095.4697694304652;Sênior;1095.4697694304652
7173;107;M;divorciado;5;888.394235547064;Sênior;888.394235547064
7174;61;M;divorciado;;314.1313228203019;Sênior;314.1313228203019
7175;68;F;casado;1;930.8954526175788;Sênior;930.8954526175788
7176;55;M;solteiro;0;905.152654321805;Sênior;814.6373888896245
7177;78;M;casado;5;1119.8013833300413;Sênior;1119.8013833300413
7178;25;F;divorciado;5;1344.3222274985637;Jovem;1344.3222274985637
7179;76;M;divorciado;6;1231.4292278489604;Sênior;1231.4292278489604
7180;35;F;divorciado;4;697.489190527996;Adulto;697.489190527996
7181;25;M;solteiro;0;1146.092584447965;Jovem;1088.7879552255667
7182;58;F;casado;6;814.8970227580186;Sênior;814.8970227580186
7183;91;F;solteiro;1;1105.381790218564;Sênior;1105.381790218564
7184;64;F;divorciado;0;921.7963080901287;Sênior;829.6166772811158
7185;56;F;divorciado;2;1274.018053220857;Sênior;1274.018053220857
7186;25;F;divorciado;2;760.3378844770649;Jovem;760.3378844770649
7187;27;F;viuvo;5;1120.1891734462788;Jovem;1120.1891734462788
7188;38;F;divorciado;1;947.331216079142;Adulto;947.331216079142
7189;86;F;divorciado;0;977.6663741801146;Sênior;879.8997367621032
7190;32;F;divorciado;7;1008.3808470821665;Adulto;1008.3808470821665
7191;100;M;divorciado;6;680.3420964868059;Sênior;680.3420964868059
7192;109;F;divorciado;7;1042.9470016580976;Sênior;1042.9470016580976
7193;30;M;viuvo;3;719.01716149687;Jovem;719.01716149687
7194;26;M;viuvo;0;842.6286694365435;Jovem;800.4972359647163
7195;39;F;divorciado;5;849.6256666829817;Adulto;849.6256666829817
7196;83;F;divorciado;0;954.9100356687828;Sênior;859.4190321019046
7197;104;M;solteiro;;1106.2564665249747;Sênior;1106.2564665249747
7198;76;F;casado;7;844.4046960266023;Sênior;844.4046960266023
7199;79;F;divorciado;5;1116.7403186179884;Sênior;1116.7403186179884
7200;32;F;casado;0;1146.5405897185046;Adulto;1031.8865307466542
7201;25;M;casado;3;1014.7965761376934;Jovem;1014.7965761376934
7202;21;F;solteiro;4;1194.3227629308096;Jovem;1194.3227629308096
7203;49;F;viuvo;0;945.3599904758465;Sênior;850.8239914282619
7204;34;F;viuvo;;620.090780385736;Adulto;620.090780385736
7205;61;F;divorciado;7;937.3741418224884;Sênior;937.3741418224884
7206;64;F;casado;4;962.4962985041584;Sênior;962.4962985041584
7207;42;M;solteiro;5;857.5876652554554;Adulto;857.5876652554554
7208;59;F;divorciado;6;1063.1957701245467;Sênior;1063.1957701245467
7209;28;M;solteiro;3;920.4844830402176;Jovem;920.4844830402176
7210;103;M;divorciado;;805.2801651171762;Sênior;805.2801651171762
7211;35;M;casado;3;1168.1721570929717;Adulto;1168.1721570929717
7212;46;F;divorciado;6;683.0907706717018;Sênior;683.0907706717018
7213;71;M;casado;3;1104.5961160571308;Sênior;1104.5961160571308
7214;57;M;viuvo;3;1320.6396611035784;Sênior;1320.6396611035784
7215;87;M;viuvo;3;1128.365068442367;Sênior;1128.365068442367
7216;55;F;viuvo;5;1413.8284551793863;Sênior;1413.8284551793863
7217;53;F;divorciado;4;1196.913477105994;Sênior;1196.913477105994
7218;44;F;divorciado;5;1004.8411263963421;Adulto;1004.8411263963421
7219;93;F;viuvo;3;1037.756082291623;Sênior;1037.756082291623
7220;22;F;divorciado;;1614.0848901984018;Jovem;1614.0848901984018
7221;80;F;viuvo;;887.8942873415641;Sênior;887.8942873415641
7222;21;F;casado;3;1203.3453769892915;Jovem;1203.3453769892915
7223;99;F;casado;2;638.2507643485746;Sênior;638.2507643485746
7224;33;M;casado;1;895.8425587508276;Adulto;895.8425587508276
7225;63;F;divorciado;4;1120.2662582362707;Sênior;1120.2662582362707
7226;58;F;casado;4;1072.9039243629588;Sênior;1072.9039243629588
7227;60;M;casado;6;1031.1743346202463;Sênior;1031.1743346202463
7228;41;F;divorciado;6;1276.440074864319;Adulto;1276.440074864319
7229;96;M;divorciado;0;800.3772603261532;Sênior;720.3395342935379
7230;54;F;solteiro;5;982.3017506148142;Sênior;982.3017506148142
7231;48;F;casado;5;1298.4922824752452;Sênior;1298.4922824752452
7232;74;M;divorciado;4;1091.3380315198515;Sênior;1091.3380315198515
7233;96;M;viuvo;0;729.4924655132877;Sênior;656.5432189619589
7234;93;M;viuvo;6;952.9415623703709;Sênior;952.9415623703709
7235;69;F;divorciado;4;924.6113572943367;Sênior;924.6113572943367
7236;51;F;viuvo;1;694.1553017783069;Sênior;694.1553017783069
7237;68;M;solteiro;3;1157.6572225601376;Sênior;1157.6572225601376
7238;30;F;casado;3;483.7128563215367;Jovem;483.7128563215367
7239;46;F;viuvo;2;1060.0956382497777;Sênior;1060.0956382497777
7240;51;F;viuvo;3;831.6664293971007;Sênior;831.6664293971007
7241;37;F;solteiro;0;809.6338003081825;Adulto;728.6704202773642
7242;51;M;casado;0;898.110347272313;Sênior;808.2993125450818
7243;96;M;viuvo;7;905.4137131837448;Sênior;905.4137131837448
7244;21;F;solteiro;2;1008.8070491192592;Jovem;1008.8070491192592
7245;104;M;solteiro;0;1000.0758886221558;Sênior;900.0682997599403
7246;56;F;casado;4;867.8728020908966;Sênior;867.8728020908966
7247;47;M;divorciado;5;931.7496672455435;Sênior;931.7496672455435
7248;80;F;divorciado;0;1154.8559904618605;Sênior;1039.3703914156745
7249;28;M;casado;5;523.3907332250806;Jovem;523.3907332250806
7250;44;M;solteiro;;1097.6613681303832;Adulto;1097.6613681303832
7251;55;F;viuvo;1;947.3941684150662;Sênior;947.3941684150662
7252;29;M;casado;0;1013.3513727903895;Jovem;962.68380415087
7253;72;M;divorciado;5;1127.0760796684117;Sênior;1127.0760796684117
7254;71;M;viuvo;6;933.6916376197273;Sênior;933.6916376197273
7255;83;F;solteiro;5;709.0330417774187;Sênior;709.0330417774187
7256;48;F;solteiro;3;1081.4571780590425;Sênior;1081.4571780590425
7257;94;M;casado;4;1043.4530969281286;Sênior;1043.4530969281286
7258;95;M;viuvo;6;1056.6675220016098;Sênior;1056.6675220016098
7259;73;M;divorciado;2;1045.7584090097012;Sênior;1045.7584090097012
7260;68;F;divorciado;5;1044.8337201191296;Sênior;1044.8337201191296
7261;97;M;solteiro;3;763.4005276033445;Sênior;763.4005276033445
7262;48;M;casado;4;512.204775686228;Sênior;512.204775686228
7263;74;F;divorciado;5;660.817861625231;Sênior;660.817861625231
7264;109;F;viuvo;0;1098.2398300992722;Sênior;988.415847089345
7265;84;M;viuvo;1;855.9133557602295;Sênior;855.9133557602295
7266;83;F;divorciado;6;781.4681963560905;Sênior;781.4681963560905
7267;56;M;casado;6;809.7447161323831;Sênior;809.7447161323831
7268;101;M;casado;;1369.7635857488963;Sênior;1369.7635857488963
7269;27;M;solteiro;3;704.4491725559155;Jovem;704.4491725559155
7270;79;F;casado;2;1109.28998644824;Sênior;1109.28998644824
7271;78;F;casado;1;842.9533200840142;Sênior;842.9533200840142
7272;49;M;divorciado;2;1170.9360662712838;Sênior;1170.9360662712838
7273;86;M;solteiro;5;514.2062608307642;Sênior;514.2062608307642
7274;61;F;viuvo;4;817.2932101210422;Sênior;817.2932101210422
7275;108;F;viuvo;7;1231.291405102085;Sênior;1231.291405102085
7276;67;M;solteiro;0;837.6012692983592;Sênior;753.8411423685233
7277;99;M;casado;1;1125.1238292402122;Sênior;1125.1238292402122
7278;85;F;casado;;680.8888095742698;Sênior;680.8888095742698
7279;43;F;solteiro;7;1304.1357458115278;Adulto;1304.1357458115278
7280;59;F;viuvo;2;1430.7574731401562;Sênior;1430.7574731401562
7281;104;M;divorciado;3;953.5984038402094;Sênior;953.5984038402094
7282;21;M;casado;5;754.541951940407;Jovem;754.541951940407
7283;108;F;viuvo;4;1140.3829505595552;Sênior;1140.3829505595552
7284;70;F;viuvo;6;914.3077656709519;Sênior;914.3077656709519
7285;53;M;solteiro;4;856.2186328647451;Sênior;856.2186328647451
7286;109;M;solteiro;5;1277.2898272932223;Sênior;1277.2898272932223
7287;88;F;solteiro;1;941.9148675498782;Sênior;941.9148675498782
7288;77;M;casado;2;921.6125305400199;Sênior;921.6125305400199
7289;56;M;viuvo;6;1549.299294015431;Sênior;1549.299294015431
7290;39;M;viuvo;1;1106.5160768432488;Adulto;1106.5160768432488
7291;108;F;divorciado;0;890.1819775064733;Sênior;801.163779755826
7292;96;F;viuvo;3;904.7354222523797;Sênior;904.7354222523797
7293;93;F;solteiro;;1151.6714891785346;Sênior;1151.6714891785346
7294;44;M;solteiro;7;1159.4242653950753;Adulto;1159.4242653950753
7295;94;F;solteiro;0;829.7006084975383;Sênior;746.7305476477844
7296;76;F;divorciado;5;869.0989357664489;Sênior;869.0989357664489
7297;58;M;casado;0;957.6146027587752;Sênior;861.8531424828976
7298;57;F;viuvo;7;1055.9547841783685;Sênior;1055.9547841783685
7299;45;F;casado;5;708.3875424248312;Adulto;708.3875424248312
7300;79;M;solteiro;;1159.25370084324;Sênior;1159.25370084324
7301;57;M;divorciado;;1141.7927622596671;Sênior;1141.7927622596671
7302;28;M;divorciado;6;1181.768316518129;Jovem;1181.768316518129
7303;31;M;divorciado;6;945.0022629032272;Adulto;945.0022629032272
7304;45;M;viuvo;5;886.7001248286916;Adulto;886.7001248286916
7305;20;M;casado;0;745.3904884772285;Jovem;708.1209640533671
7306;54;M;solteiro;6;863.9703617309157;Sênior;863.9703617309157
7307;18;M;viuvo;1;721.1023425423839;Jovem;721.1023425423839
7308;34;M;viuvo;6;815.6244842323778;Adulto;815.6244842323778
7309;93;M;divorciado;3;582.9952400195441;Sênior;582.9952400195441
7310;90;F;casado;6;962.3324824173244;Sênior;962.3324824173244
7311;85;M;solteiro;4;989.2569415895831;Sênior;989.2569415895831
7312;54;F;casado;7;836.0998499937582;Sênior;836.0998499937582
7313;56;F;viuvo;6;1004.6020057509236;Sênior;1004.6020057509236
7314;44;M;solteiro;1;575.6360117483896;Adulto;575.6360117483896
7315;31;F;viuvo;1;1064.3691418830256;Adulto;1064.3691418830256
7316;23;F;solteiro;1;974.7251925793979;Jovem;974.7251925793979
7317;73;F;viuvo;3;804.1605333983863;Sênior;804.1605333983863
7318;64;F;casado;2;940.9939777964106;Sênior;940.9939777964106
7319;21;M;casado;;991.2794692742657;Jovem;991.2794692742657
7320;88;M;divorciado;6;971.2832219014824;Sênior;971.2832219014824
7321;50;M;viuvo;2;857.4374764353194;Sênior;857.4374764353194
7322;99;F;casado;0;1134.3512144761469;Sênior;1020.9160930285323
7323;67;M;solteiro;2;916.6883776742902;Sênior;916.6883776742902
7324;70;F;divorciado;0;868.7091728347201;Sênior;781.8382555512482
7325;70;M;casado;6;909.2810109891359;Sênior;909.2810109891359
7326;44;M;solteiro;1;890.6491857815158;Adulto;890.6491857815158
7327;35;F;divorciado;4;832.7245265776207;Adulto;832.7245265776207
7328;40;M;casado;4;1176.4071395947542;Adulto;1176.4071395947542
7329;92;M;divorciado;;884.3877578428702;Sênior;884.3877578428702
7330;67;M;casado;0;798.4265770865117;Sênior;718.5839193778605
7331;90;M;divorciado;5;574.155311031122;Sênior;574.155311031122
7332;25;M;casado;5;882.2719344247613;Jovem;882.2719344247613
7333;47;M;divorciado;5;723.6342589383721;Sênior;723.6342589383721
7334;76;M;solteiro;3;1055.6136901269713;Sênior;1055.6136901269713
7335;52;M;divorciado;0;578.2457772294362;Sênior;520.4211995064926
7336;73;F;solteiro;7;1127.9896012947042;Sênior;1127.9896012947042
7337;52;M;casado;;1190.5386070675372;Sênior;1190.5386070675372
7338;95;M;viuvo;4;975.8055656103504;Sênior;975.8055656103504
7339;74;M;solteiro;1;665.4968908729112;Sênior;665.4968908729112
7340;89;F;divorciado;7;1149.2723113480122;Sênior;1149.2723113480122
7341;21;M;casado;6;1104.5070105352108;Jovem;1104.5070105352108
7342;39;M;casado;0;1216.557393796729;Adulto;1094.901654417056
7343;51;F;solteiro;2;918.4481018049992;Sênior;918.4481018049992
7344;71;M;solteiro;1;817.2677197577232;Sênior;817.2677197577232
7345;41;F;solteiro;;1253.227816502293;Adulto;1253.227816502293
7346;40;F;divorciado;0;1196.6219260637283;Adulto;1076.9597334573555
7347;43;F;solteiro;2;1075.7370587945466;Adulto;1075.7370587945466
7348;19;F;casado;3;935.506774788775;Jovem;935.506774788775
7349;49;M;solteiro;5;871.0015204535086;Sênior;871.0015204535086
7350;30;M;casado;4;517.3557650982096;Jovem;517.3557650982096
7351;39;F;casado;3;1109.2258698407136;Adulto;1109.2258698407136
7352;71;F;viuvo;1;1026.09015422452;Sênior;1026.09015422452
7353;25;M;solteiro;2;781.4437496997264;Jovem;781.4437496997264
7354;75;F;divorciado;2;1015.7086765871711;Sênior;1015.7086765871711
7355;106;F;casado;1;733.2277963665349;Sênior;733.2277963665349
7356;56;M;divorciado;;958.5277971785765;Sênior;958.5277971785765
7357;89;F;viuvo;3;759.1576386031916;Sênior;759.1576386031916
7358;28;M;viuvo;5;954.2029062398772;Jovem;954.2029062398772
7359;76;M;viuvo;4;920.4679541253142;Sênior;920.4679541253142
7360;19;M;viuvo;3;1044.1725918093418;Jovem;1044.1725918093418
7361;69;F;solteiro;4;1010.0717135229457;Sênior;1010.0717135229457
7362;35;F;viuvo;0;1091.201719436443;Adulto;982.0815474927987
7363;100;M;solteiro;0;1235.5042169710323;Sênior;1111.953795273929
7364;68;M;viuvo;;1181.918355943374;Sênior;1181.918355943374
7365;44;F;solteiro;0;710.0994736388668;Adulto;639.0895262749801
7366;108;F;viuvo;5;991.9306901912345;Sênior;991.9306901912345
7367;41;M;divorciado;0;1112.1357695837671;Adulto;1000.9221926253904
7368;80;M;solteiro;3;1153.2071264490037;Sênior;1153.2071264490037
7369;59;M;solteiro;2;970.8034792945427;Sênior;970.8034792945427
7370;20;M;solteiro;6;1227.567922938058;Jovem;1227.567922938058
7371;52;F;viuvo;0;1057.289422664134;Sênior;951.5604803977207
7372;104;M;solteiro;5;760.2342261190411;Sênior;760.2342261190411
7373;34;F;viuvo;7;594.6559494859848;Adulto;594.6559494859848
7374;42;M;casado;5;926.7723453910014;Adulto;926.7723453910014
7375;74;M;solteiro;4;688.301112869552;Sênior;688.301112869552
7376;84;F;viuvo;5;643.6195499590139;Sênior;643.6195499590139
7377;86;M;viuvo;3;907.1929214771495;Sênior;907.1929214771495
7378;94;M;viuvo;1;1429.1369752731325;Sênior;1429.1369752731325
7379;103;M;viuvo;5;1218.8237234624012;Sênior;1218.8237234624012
7380;32;F;viuvo;1;1017.6199652712035;Adulto;1017.6199652712035
7381;86;M;casado;7;1053.2203873855278;Sênior;1053.2203873855278
7382;100;M;viuvo;4;941.2301144507388;Sênior;941.2301144507388
7383;71;F;divorciado;2;1123.0642799578382;Sênior;1123.0642799578382
7384;64;M;viuvo;7;694.9772683663825;Sênior;694.9772683663825
7385;48;M;viuvo;4;847.6173328369657;Sênior;847.6173328369657
7386;40;M;solteiro;;724.883922913596;Adulto;724.883922913596
7387;53;M;divorciado;6;860.2288545534138;Sênior;860.2288545534138
7388;32;F;divorciado;5;910.5633294771884;Adulto;910.5633294771884
7389;70;F;divorciado;1;1177.00676179024;Sênior;1177.00676179024
7390;91;M;solteiro;0;1039.6554099351836;Sênior;935.6898689416653
7391;56;F;casado;4;774.7422524970423;Sênior;774.7422524970423
7392;77;F;viuvo;2;1040.2938494369807;Sênior;1040.2938494369807
7393;56;M;casado;1;796.7147774289201;Sênior;796.7147774289201
7394;97;F;casado;;892.3271286203307;Sênior;892.3271286203307
7395;55;F;viuvo;;1112.5520621766675;Sênior;1112.5520621766675
7396;101;F;divorciado;2;726.2048358313083;Sênior;726.2048358313083
7397;86;F;casado;6;894.880955489791;Sênior;894.880955489791
7398;82;M;casado;6;929.3872289249346;Sênior;929.3872289249346
7399;31;M;viuvo;0;957.7511457386374;Adulto;861.9760311647738
7400;77;M;viuvo;5;1100.997478267514;Sênior;1100.997478267514
7401;30;M;viuvo;0;1001.6713477255953;Jovem;951.5877803393155
7402;73;F;viuvo;1;925.6477146270009;Sênior;925.6477146270009
7403;24;F;solteiro;3;1108.3855475028433;Jovem;1108.3855475028433
7404;94;F;viuvo;7;1066.814898643502;Sênior;1066.814898643502
7405;25;F;viuvo;5;1332.6817982057175;Jovem;1332.6817982057175
7406;57;F;casado;;1183.9560567369504;Sênior;1183.9560567369504
7407;63;M;viuvo;4;880.610708757981;Sênior;880.610708757981
7408;97;M;solteiro;4;665.6125334226576;Sênior;665.6125334226576
7409;52;M;divorciado;1;938.1252034043832;Sênior;938.1252034043832
7410;107;M;solteiro;6;938.724331457297;Sênior;938.724331457297
7411;104;F;viuvo;;1094.6605006987077;Sênior;1094.6605006987077
7412;45;F;casado;3;801.1215148766573;Adulto;801.1215148766573
7413;77;M;viuvo;3;1275.3053483099254;Sênior;1275.3053483099254
7414;26;M;solteiro;0;939.9278156672787;Jovem;892.9314248839147
7415;71;F;divorciado;3;821.456450589426;Sênior;821.456450589426
7416;72;F;viuvo;7;1166.8765696711275;Sênior;1166.8765696711275
7417;76;F;solteiro;4;1187.366508105474;Sênior;1187.366508105474
7418;77;M;solteiro;2;973.8234071159777;Sênior;973.8234071159777
7419;104;M;divorciado;4;1065.8459680330493;Sênior;1065.8459680330493
7420;98;F;casado;0;966.6874722199624;Sênior;870.0187249979662
7421;34;F;casado;5;1257.6152371026321;Adulto;1257.6152371026321
7422;50;F;divorciado;1;883.0672720881646;Sênior;883.0672720881646
7423;28;M;solteiro;0;840.2859610454965;Jovem;798.2716629932216
7424;97;M;divorciado;5;889.2452675163134;Sênior;889.2452675163134
7425;78;F;casado;2;894.862002907355;Sênior;894.862002907355
7426;46;F;divorciado;5;1133.1261990862129;Sênior;1133.1261990862129
7427;51;F;divorciado;2;1369.2121337235205;Sênior;1369.2121337235205
7428;97;F;solteiro;4;1025.3540915037381;Sênior;1025.3540915037381
7429;73;M;viuvo;3;1072.4349471921591;Sênior;1072.4349471921591
7430;68;M;viuvo;;945.7741018752905;Sênior;945.7741018752905
7431;90;M;solteiro;3;1143.079596378944;Sênior;1143.079596378944
7432;52;F;viuvo;;906.9660570811393;Sênior;906.9660570811393
7433;33;F;viuvo;1;1092.0873406602254;Adulto;1092.0873406602254
7434;88;M;divorciado;7;973.0736344817254;Sênior;973.0736344817254
7435;23;F;divorciado;7;699.6461184562752;Jovem;699.6461184562752
7436;29;M;viuvo;2;1126.7226951982288;Jovem;1126.7226951982288
7437;45;F;divorciado;5;1034.9400934310022;Adulto;1034.9400934310022
7438;78;M;divorciado;0;875.9836859702201;Sênior;788.3853173731981
7439;50;M;casado;0;893.8108766587152;Sênior;804.4297889928437
7440;30;F;solteiro;2;886.7209622357667;Jovem;886.7209622357667
7441;60;F;solteiro;3;1093.0210256717066;Sênior;1093.0210256717066
7442;88;F;viuvo;;660.098769067602;Sênior;660.098769067602
7443;49;M;viuvo;1;806.3021404227184;Sênior;806.3021404227184
7444;34;M;solteiro;0;1085.274856932922;Adulto;976.7473712396297
7445;46;M;solteiro;0;786.0838197439142;Sênior;707.4754377695228
7446;70;M;viuvo;;1137.5488330631588;Sênior;1137.5488330631588
7447;18;F;casado;7;1376.590355968212;Jovem;1376.590355968212
7448;24;M;viuvo;3;893.2771448676447;Jovem;893.2771448676447
7449;33;M;viuvo;4;1020.6653481415086;Adulto;1020.6653481415086
7450;71;M;viuvo;3;968.9331057726907;Sênior;968.9331057726907
7451;45;F;casado;6;1091.6858127657047;Adulto;1091.6858127657047
7452;27;M;solteiro;3;886.490988516942;Jovem;886.490988516942
7453;41;M;casado;3;1022.1313786299647;Adulto;1022.1313786299647
7454;50;M;viuvo;0;847.6740888206956;Sênior;762.9066799386261
7455;76;M;solteiro;6;916.8056067599441;Sênior;916.8056067599441
